"","PID","Condition","CertRate","CertRateVar","Video","SecondEnd"
"X39011","SR-3274","B",5,0,"StimVidTestLastHalf_comp.mp4",797
"X39115","SR-3274","B",5,0,"StimVidTestLastHalf_comp.mp4",799
"X39213","SR-3274","B",5,0,"StimVidTestLastHalf_comp.mp4",801
"X39311","SR-3274","B",5,0,"StimVidTestLastHalf_comp.mp4",803
"X39411","SR-3274","B",5,0,"StimVidTestLastHalf_comp.mp4",805
"X39511","SR-3274","B",5,0,"StimVidTestLastHalf_comp.mp4",807
"X39611","SR-3274","B",5,0,"StimVidTestLastHalf_comp.mp4",809
"X39711","SR-3274","B",5,0,"StimVidTestLastHalf_comp.mp4",811
"X39811","SR-3274","B",5,0,"StimVidTestLastHalf_comp.mp4",813
"X39911","SR-3274","B",5,0,"StimVidTestLastHalf_comp.mp4",815
"X40011","SR-3274","B",5,0,"StimVidTestLastHalf_comp.mp4",817
"X40115","SR-3274","B",5,0,"StimVidTestLastHalf_comp.mp4",819
"X40213","SR-3274","B",5,0,"StimVidTestLastHalf_comp.mp4",821
"X40311","SR-3274","B",5,0,"StimVidTestLastHalf_comp.mp4",823
"X40411","SR-3274","B",5,0,"StimVidTestLastHalf_comp.mp4",825
"X40511","SR-3274","B",5,0,"StimVidTestLastHalf_comp.mp4",827
"X40611","SR-3274","B",7.08333333333333,6.12745098039216,"StimVidTestLastHalf_comp.mp4",829
"X40711","SR-3274","B",10,0,"StimVidTestLastHalf_comp.mp4",831
"X40811","SR-3274","B",10,0,"StimVidTestLastHalf_comp.mp4",833
"X40911","SR-3274","B",10,0,"StimVidTestLastHalf_comp.mp4",835
"X41015","SR-3274","B",10,0,"StimVidTestLastHalf_comp.mp4",837
"X41115","SR-3274","B",10,0,"StimVidTestLastHalf_comp.mp4",839
"X41214","SR-3274","B",10,0,"StimVidTestLastHalf_comp.mp4",841
"X41312","SR-3274","B",10,0,"StimVidTestLastHalf_comp.mp4",843
"X41412","SR-3274","B",10,0,"StimVidTestLastHalf_comp.mp4",845
"X41511","SR-3274","B",10,0,"StimVidTestLastHalf_comp.mp4",847
"X41611","SR-3274","B",10,0,"StimVidTestLastHalf_comp.mp4",849
"X41711","SR-3274","B",10,0,"StimVidTestLastHalf_comp.mp4",851
"X41811","SR-3274","B",10,0,"StimVidTestLastHalf_comp.mp4",853
"X41911","SR-3274","B",10,0,"StimVidTestLastHalf_comp.mp4",855
"X42011","SR-3274","B",10,0,"StimVidTestLastHalf_comp.mp4",857
"X42115","SR-3274","B",10,0,"StimVidTestLastHalf_comp.mp4",859
"X42213","SR-3274","B",10,0,"StimVidTestLastHalf_comp.mp4",861
"X42311","SR-3274","B",10,0,"StimVidTestLastHalf_comp.mp4",863
"X42411","SR-3274","B",10,0,"StimVidTestLastHalf_comp.mp4",865
"X42511","SR-3274","B",10,0,"StimVidTestLastHalf_comp.mp4",867
"X42611","SR-3274","B",10,0,"StimVidTestLastHalf_comp.mp4",869
"X42711","SR-3274","B",10,0,"StimVidTestLastHalf_comp.mp4",871
"X42811","SR-3274","B",10,0,"StimVidTestLastHalf_comp.mp4",873
"X42911","SR-3274","B",10,0,"StimVidTestLastHalf_comp.mp4",875
"X43011","SR-3274","B",10,0,"StimVidTestLastHalf_comp.mp4",877
"X43115","SR-3274","B",10,0,"StimVidTestLastHalf_comp.mp4",879
"X43213","SR-3274","B",10,0,"StimVidTestLastHalf_comp.mp4",881
"X43311","SR-3274","B",10,0,"StimVidTestLastHalf_comp.mp4",883
"X43411","SR-3274","B",10,0,"StimVidTestLastHalf_comp.mp4",885
"X43511","SR-3274","B",10,0,"StimVidTestLastHalf_comp.mp4",887
"X43611","SR-3274","B",10,0,"StimVidTestLastHalf_comp.mp4",889
"X43711","SR-3274","B",10,0,"StimVidTestLastHalf_comp.mp4",891
"X43811","SR-3274","B",10,0,"StimVidTestLastHalf_comp.mp4",893
"X43911","SR-3274","B",10,0,"StimVidTestLastHalf_comp.mp4",895
"X44011","SR-3274","B",10,0,"StimVidTestLastHalf_comp.mp4",897
"X44115","SR-3274","B",10,0,"StimVidTestLastHalf_comp.mp4",899
"X44213","SR-3274","B",10,0,"StimVidTestLastHalf_comp.mp4",901
"X44311","SR-3274","B",10,0,"StimVidTestLastHalf_comp.mp4",903
"X44411","SR-3274","B",10,0,"StimVidTestLastHalf_comp.mp4",905
"X44511","SR-3274","B",10,0,"StimVidTestLastHalf_comp.mp4",907
"X44611","SR-3274","B",10,0,"StimVidTestLastHalf_comp.mp4",909
"X44711","SR-3274","B",10,0,"StimVidTestLastHalf_comp.mp4",911
"X44811","SR-3274","B",14.9159663865546,0.416607320894459,"StimVidTestLastHalf_comp.mp4",913
"X44911","SR-3274","B",15,0,"StimVidTestLastHalf_comp.mp4",915
"X45011","SR-3274","B",15,0,"StimVidTestLastHalf_comp.mp4",917
"X45115","SR-3274","B",15,0,"StimVidTestLastHalf_comp.mp4",919
"X45213","SR-3274","B",15,0,"StimVidTestLastHalf_comp.mp4",921
"X45311","SR-3274","B",15,0,"StimVidTestLastHalf_comp.mp4",923
"X45411","SR-3274","B",15,0,"StimVidTestLastHalf_comp.mp4",925
"X45511","SR-3274","B",15,0,"StimVidTestLastHalf_comp.mp4",927
"X45611","SR-3274","B",15,0,"StimVidTestLastHalf_comp.mp4",929
"X45711","SR-3274","B",15,0,"StimVidTestLastHalf_comp.mp4",931
"X45811","SR-3274","B",15,0,"StimVidTestLastHalf_comp.mp4",933
"X45911","SR-3274","B",15,0,"StimVidTestLastHalf_comp.mp4",935
"X46011","SR-3274","B",15,0,"StimVidTestLastHalf_comp.mp4",937
"X46115","SR-3274","B",15,0,"StimVidTestLastHalf_comp.mp4",939
"X46213","SR-3274","B",15,0,"StimVidTestLastHalf_comp.mp4",941
"X46311","SR-3274","B",15,0,"StimVidTestLastHalf_comp.mp4",943
"X46411","SR-3274","B",15,0,"StimVidTestLastHalf_comp.mp4",945
"X46511","SR-3274","B",15,0,"StimVidTestLastHalf_comp.mp4",947
"X46611","SR-3274","B",15,0,"StimVidTestLastHalf_comp.mp4",949
"X46711","SR-3274","B",15,0,"StimVidTestLastHalf_comp.mp4",951
"X46811","SR-3274","B",15,0,"StimVidTestLastHalf_comp.mp4",953
"X46911","SR-3274","B",15,0,"StimVidTestLastHalf_comp.mp4",955
"X47011","SR-3274","B",15,0,"StimVidTestLastHalf_comp.mp4",957
"X47115","SR-3274","B",15,0,"StimVidTestLastHalf_comp.mp4",959
"X47213","SR-3274","B",15,0,"StimVidTestLastHalf_comp.mp4",961
"X47311","SR-3274","B",15,0,"StimVidTestLastHalf_comp.mp4",963
"X47411","SR-3274","B",15,0,"StimVidTestLastHalf_comp.mp4",965
"X47511","SR-3274","B",15,0,"StimVidTestLastHalf_comp.mp4",967
"X47611","SR-3274","B",15,0,"StimVidTestLastHalf_comp.mp4",969
"X47711","SR-3274","B",15,0,"StimVidTestLastHalf_comp.mp4",971
"X47811","SR-3274","B",15,0,"StimVidTestLastHalf_comp.mp4",973
"X47911","SR-3274","B",15,0,"StimVidTestLastHalf_comp.mp4",975
"X48011","SR-3274","B",15,0,"StimVidTestLastHalf_comp.mp4",977
"X48115","SR-3274","B",15,0,"StimVidTestLastHalf_comp.mp4",979
"X48213","SR-3274","B",15,0,"StimVidTestLastHalf_comp.mp4",981
"X48311","SR-3274","B",15,0,"StimVidTestLastHalf_comp.mp4",983
"X48411","SR-3274","B",15,0,"StimVidTestLastHalf_comp.mp4",985
"X48511","SR-3274","B",15,0,"StimVidTestLastHalf_comp.mp4",987
"X48611","SR-3274","B",15,0,"StimVidTestLastHalf_comp.mp4",989
"X48711","SR-3274","B",15,0,"StimVidTestLastHalf_comp.mp4",991
"X48811","SR-3274","B",15,0,"StimVidTestLastHalf_comp.mp4",993
"X48911","SR-3274","B",15,0,"StimVidTestLastHalf_comp.mp4",995
"X49011","SR-3274","B",15,0,"StimVidTestLastHalf_comp.mp4",997
"X49115","SR-3274","B",15,0,"StimVidTestLastHalf_comp.mp4",999
"X49213","SR-3274","B",15,0,"StimVidTestLastHalf_comp.mp4",1001
"X49311","SR-3274","B",15,0,"StimVidTestLastHalf_comp.mp4",1003
"X49411","SR-3274","B",15,0,"StimVidTestLastHalf_comp.mp4",1005
"X49511","SR-3274","B",15,0,"StimVidTestLastHalf_comp.mp4",1007
"X49611","SR-3274","B",15,0,"StimVidTestLastHalf_comp.mp4",1009
"X49711","SR-3274","B",15,0,"StimVidTestLastHalf_comp.mp4",1011
"X49811","SR-3274","B",15,0,"StimVidTestLastHalf_comp.mp4",1013
"X49911","SR-3274","B",15,0,"StimVidTestLastHalf_comp.mp4",1015
"X50011","SR-3274","B",15,0,"StimVidTestLastHalf_comp.mp4",1017
"X50115","SR-3274","B",15,0,"StimVidTestLastHalf_comp.mp4",1019
"X50213","SR-3274","B",15,0,"StimVidTestLastHalf_comp.mp4",1021
"X50311","SR-3274","B",15,0,"StimVidTestLastHalf_comp.mp4",1023
"X50411","SR-3274","B",15,0,"StimVidTestLastHalf_comp.mp4",1025
"X50511","SR-3274","B",15,0,"StimVidTestLastHalf_comp.mp4",1027
"X50611","SR-3274","B",15,0,"StimVidTestLastHalf_comp.mp4",1029
"X50711","SR-3274","B",15,0,"StimVidTestLastHalf_comp.mp4",1031
"X50811","SR-3274","B",15,0,"StimVidTestLastHalf_comp.mp4",1033
"X50911","SR-3274","B",15,0,"StimVidTestLastHalf_comp.mp4",1035
"X51015","SR-3274","B",15,0,"StimVidTestLastHalf_comp.mp4",1037
"X51115","SR-3274","B",15.8823529411765,3.66400797607178,"StimVidTestLastHalf_comp.mp4",1039
"X51214","SR-3274","B",20,0,"StimVidTestLastHalf_comp.mp4",1041
"X51312","SR-3274","B",20,0,"StimVidTestLastHalf_comp.mp4",1043
"X51412","SR-3274","B",20,0,"StimVidTestLastHalf_comp.mp4",1045
"X51511","SR-3274","B",20,0,"StimVidTestLastHalf_comp.mp4",1047
"X51611","SR-3274","B",20,0,"StimVidTestLastHalf_comp.mp4",1049
"X51711","SR-3274","B",20,0,"StimVidTestLastHalf_comp.mp4",1051
"X51811","SR-3274","B",20,0,"StimVidTestLastHalf_comp.mp4",1053
"X51911","SR-3274","B",20,0,"StimVidTestLastHalf_comp.mp4",1055
"X52011","SR-3274","B",20,0,"StimVidTestLastHalf_comp.mp4",1057
"X52115","SR-3274","B",20,0,"StimVidTestLastHalf_comp.mp4",1059
"X52213","SR-3274","B",20,0,"StimVidTestLastHalf_comp.mp4",1061
"X52311","SR-3274","B",20,0,"StimVidTestLastHalf_comp.mp4",1063
"X52411","SR-3274","B",20,0,"StimVidTestLastHalf_comp.mp4",1065
"X52511","SR-3274","B",20,0,"StimVidTestLastHalf_comp.mp4",1067
"X52611","SR-3274","B",20,0,"StimVidTestLastHalf_comp.mp4",1069
"X52711","SR-3274","B",20,0,"StimVidTestLastHalf_comp.mp4",1071
"X52811","SR-3274","B",20,0,"StimVidTestLastHalf_comp.mp4",1073
"X52911","SR-3274","B",20,0,"StimVidTestLastHalf_comp.mp4",1075
"X53011","SR-3274","B",20,0,"StimVidTestLastHalf_comp.mp4",1077
"X53115","SR-3274","B",20,0,"StimVidTestLastHalf_comp.mp4",1079
"X53213","SR-3274","B",20,0,"StimVidTestLastHalf_comp.mp4",1081
"X53311","SR-3274","B",20,0,"StimVidTestLastHalf_comp.mp4",1083
"X53411","SR-3274","B",20,0,"StimVidTestLastHalf_comp.mp4",1085
"X53511","SR-3274","B",20,0,"StimVidTestLastHalf_comp.mp4",1087
"X53611","SR-3274","B",20,0,"StimVidTestLastHalf_comp.mp4",1089
"X53711","SR-3274","B",20,0,"StimVidTestLastHalf_comp.mp4",1091
"X53811","SR-3274","B",20,0,"StimVidTestLastHalf_comp.mp4",1093
"X53911","SR-3274","B",20,0,"StimVidTestLastHalf_comp.mp4",1095
"X54011","SR-3274","B",20,0,"StimVidTestLastHalf_comp.mp4",1097
"X54115","SR-3274","B",20,0,"StimVidTestLastHalf_comp.mp4",1099
"X54213","SR-3274","B",20,0,"StimVidTestLastHalf_comp.mp4",1101
"X54311","SR-3274","B",20,0,"StimVidTestLastHalf_comp.mp4",1103
"X54411","SR-3274","B",20,0,"StimVidTestLastHalf_comp.mp4",1105
"X54511","SR-3274","B",20,0,"StimVidTestLastHalf_comp.mp4",1107
"X54611","SR-3274","B",20,0,"StimVidTestLastHalf_comp.mp4",1109
"X54711","SR-3274","B",20,0,"StimVidTestLastHalf_comp.mp4",1111
"X54811","SR-3274","B",20,0,"StimVidTestLastHalf_comp.mp4",1113
"X54911","SR-3274","B",20,0,"StimVidTestLastHalf_comp.mp4",1115
"X55011","SR-3274","B",20,0,"StimVidTestLastHalf_comp.mp4",1117
"X55115","SR-3274","B",20,0,"StimVidTestLastHalf_comp.mp4",1119
"X55213","SR-3274","B",20,0,"StimVidTestLastHalf_comp.mp4",1121
"X55311","SR-3274","B",20,0,"StimVidTestLastHalf_comp.mp4",1123
"X55411","SR-3274","B",20,0,"StimVidTestLastHalf_comp.mp4",1125
"X55511","SR-3274","B",20,0,"StimVidTestLastHalf_comp.mp4",1127
"X55611","SR-3274","B",20,0,"StimVidTestLastHalf_comp.mp4",1129
"X55711","SR-3274","B",20,0,"StimVidTestLastHalf_comp.mp4",1131
"X55811","SR-3274","B",20,0,"StimVidTestLastHalf_comp.mp4",1133
"X55911","SR-3274","B",20,0,"StimVidTestLastHalf_comp.mp4",1135
"X56011","SR-3274","B",20,0,"StimVidTestLastHalf_comp.mp4",1137
"X56115","SR-3274","B",20,0,"StimVidTestLastHalf_comp.mp4",1139
"X56213","SR-3274","B",20,0,"StimVidTestLastHalf_comp.mp4",1141
"X56311","SR-3274","B",20,0,"StimVidTestLastHalf_comp.mp4",1143
"X56411","SR-3274","B",20,0,"StimVidTestLastHalf_comp.mp4",1145
"X56511","SR-3274","B",20,0,"StimVidTestLastHalf_comp.mp4",1147
"X56611","SR-3274","B",20,0,"StimVidTestLastHalf_comp.mp4",1149
"X56711","SR-3274","B",20,0,"StimVidTestLastHalf_comp.mp4",1151
"X56811","SR-3274","B",20,0,"StimVidTestLastHalf_comp.mp4",1153
"X56911","SR-3274","B",20,0,"StimVidTestLastHalf_comp.mp4",1155
"X57011","SR-3274","B",20,0,"StimVidTestLastHalf_comp.mp4",1157
"X57115","SR-3274","B",20,0,"StimVidTestLastHalf_comp.mp4",1159
"X57213","SR-3274","B",20,0,"StimVidTestLastHalf_comp.mp4",1161
"X57311","SR-3274","B",20,0,"StimVidTestLastHalf_comp.mp4",1163
"X57411","SR-3274","B",20,0,"StimVidTestLastHalf_comp.mp4",1165
"X57511","SR-3274","B",20,0,"StimVidTestLastHalf_comp.mp4",1167
"X57611","SR-3274","B",20,0,"StimVidTestLastHalf_comp.mp4",1169
"X57711","SR-3274","B",20,0,"StimVidTestLastHalf_comp.mp4",1171
"X57811","SR-3274","B",20,0,"StimVidTestLastHalf_comp.mp4",1173
"X57911","SR-3274","B",20,0,"StimVidTestLastHalf_comp.mp4",1175
"X58011","SR-3274","B",20,0,"StimVidTestLastHalf_comp.mp4",1177
"X58115","SR-3274","B",20,0,"StimVidTestLastHalf_comp.mp4",1179
"X58213","SR-3274","B",20,0,"StimVidTestLastHalf_comp.mp4",1181
"X58311","SR-3274","B",20,0,"StimVidTestLastHalf_comp.mp4",1183
"X58411","SR-3274","B",22.436974789916,6.29896026207093,"StimVidTestLastHalf_comp.mp4",1185
"X58511","SR-3274","B",25,0,"StimVidTestLastHalf_comp.mp4",1187
"X58611","SR-3274","B",25,0,"StimVidTestLastHalf_comp.mp4",1189
"X58711","SR-3274","B",25,0,"StimVidTestLastHalf_comp.mp4",1191
"X58811","SR-3274","B",25,0,"StimVidTestLastHalf_comp.mp4",1193
"X58911","SR-3274","B",25,0,"StimVidTestLastHalf_comp.mp4",1195
"X59011","SR-3274","B",25,0,"StimVidTestLastHalf_comp.mp4",1197
"X59115","SR-3274","B",25,0,"StimVidTestLastHalf_comp.mp4",1199
"X59213","SR-3274","B",25,0,"StimVidTestLastHalf_comp.mp4",1201
"X59311","SR-3274","B",25,0,"StimVidTestLastHalf_comp.mp4",1203
"X59411","SR-3274","B",25,0,"StimVidTestLastHalf_comp.mp4",1205
"X59511","SR-3274","B",25,0,"StimVidTestLastHalf_comp.mp4",1207
"X59611","SR-3274","B",25,0,"StimVidTestLastHalf_comp.mp4",1209
"X59711","SR-3274","B",25,0,"StimVidTestLastHalf_comp.mp4",1211
"X59811","SR-3274","B",25,0,"StimVidTestLastHalf_comp.mp4",1213
"X59911","SR-3274","B",25,0,"StimVidTestLastHalf_comp.mp4",1215
"X60011","SR-3274","B",25,0,"StimVidTestLastHalf_comp.mp4",1217
"X60115","SR-3274","B",25,0,"StimVidTestLastHalf_comp.mp4",1219
"X60213","SR-3274","B",25,0,"StimVidTestLastHalf_comp.mp4",1221
"X60311","SR-3274","B",25,0,"StimVidTestLastHalf_comp.mp4",1223
"X60411","SR-3274","B",25,0,"StimVidTestLastHalf_comp.mp4",1225
"X60511","SR-3274","B",25,0,"StimVidTestLastHalf_comp.mp4",1227
"X60611","SR-3274","B",25,0,"StimVidTestLastHalf_comp.mp4",1229
"X60711","SR-3274","B",25,0,"StimVidTestLastHalf_comp.mp4",1231
"X60811","SR-3274","B",25,0,"StimVidTestLastHalf_comp.mp4",1233
"X60911","SR-3274","B",25,0,"StimVidTestLastHalf_comp.mp4",1235
"X61011","SR-3274","B",25,0,"StimVidTestLastHalf_comp.mp4",1237
"X61115","SR-3274","B",25,0,"StimVidTestLastHalf_comp.mp4",1239
"X61213","SR-3274","B",25,0,"StimVidTestLastHalf_comp.mp4",1241
"X61311","SR-3274","B",25,0,"StimVidTestLastHalf_comp.mp4",1243
"X61411","SR-3274","B",25,0,"StimVidTestLastHalf_comp.mp4",1245
"X61511","SR-3274","B",25,0,"StimVidTestLastHalf_comp.mp4",1247
"X61611","SR-3274","B",25,0,"StimVidTestLastHalf_comp.mp4",1249
"X61711","SR-3274","B",25,0,"StimVidTestLastHalf_comp.mp4",1251
"X61811","SR-3274","B",25,0,"StimVidTestLastHalf_comp.mp4",1253
"X61911","SR-3274","B",25,0,"StimVidTestLastHalf_comp.mp4",1255
"X62011","SR-3274","B",25,0,"StimVidTestLastHalf_comp.mp4",1257
"X62115","SR-3274","B",25,0,"StimVidTestLastHalf_comp.mp4",1259
"X62213","SR-3274","B",25,0,"StimVidTestLastHalf_comp.mp4",1261
"X62311","SR-3274","B",25,0,"StimVidTestLastHalf_comp.mp4",1263
"X62411","SR-3274","B",25,0,"StimVidTestLastHalf_comp.mp4",1265
"X62511","SR-3274","B",25,0,"StimVidTestLastHalf_comp.mp4",1267
"X62611","SR-3274","B",25,0,"StimVidTestLastHalf_comp.mp4",1269
"X62711","SR-3274","B",25,0,"StimVidTestLastHalf_comp.mp4",1271
"X62811","SR-3274","B",25,0,"StimVidTestLastHalf_comp.mp4",1273
"X62911","SR-3274","B",25,0,"StimVidTestLastHalf_comp.mp4",1275
"X63011","SR-3274","B",25,0,"StimVidTestLastHalf_comp.mp4",1277
"X63115","SR-3274","B",25,0,"StimVidTestLastHalf_comp.mp4",1279
"X63213","SR-3274","B",25,0,"StimVidTestLastHalf_comp.mp4",1281
"X63311","SR-3274","B",25,0,"StimVidTestLastHalf_comp.mp4",1283
"X63411","SR-3274","B",25,0,"StimVidTestLastHalf_comp.mp4",1285
"X63511","SR-3274","B",25,0,"StimVidTestLastHalf_comp.mp4",1287
"X63611","SR-3274","B",25,0,"StimVidTestLastHalf_comp.mp4",1289
"X63711","SR-3274","B",25,0,"StimVidTestLastHalf_comp.mp4",1291
"X63811","SR-3274","B",25,0,"StimVidTestLastHalf_comp.mp4",1293
"X63911","SR-3274","B",25,0,"StimVidTestLastHalf_comp.mp4",1295
"X64011","SR-3274","B",25,0,"StimVidTestLastHalf_comp.mp4",1297
"X64115","SR-3274","B",25,0,"StimVidTestLastHalf_comp.mp4",1299
"X64213","SR-3274","B",25,0,"StimVidTestLastHalf_comp.mp4",1301
"X64311","SR-3274","B",25,0,"StimVidTestLastHalf_comp.mp4",1303
"X64411","SR-3274","B",25,0,"StimVidTestLastHalf_comp.mp4",1305
"X64511","SR-3274","B",25,0,"StimVidTestLastHalf_comp.mp4",1307
"X64611","SR-3274","B",25,0,"StimVidTestLastHalf_comp.mp4",1309
"X64711","SR-3274","B",25,0,"StimVidTestLastHalf_comp.mp4",1311
"X64811","SR-3274","B",25,0,"StimVidTestLastHalf_comp.mp4",1313
"X64911","SR-3274","B",25,0,"StimVidTestLastHalf_comp.mp4",1315
"X65011","SR-3274","B",25,0,"StimVidTestLastHalf_comp.mp4",1317
"X65115","SR-3274","B",25,0,"StimVidTestLastHalf_comp.mp4",1319
"X65213","SR-3274","B",25,0,"StimVidTestLastHalf_comp.mp4",1321
"X65311","SR-3274","B",25,0,"StimVidTestLastHalf_comp.mp4",1323
"X65411","SR-3274","B",25,0,"StimVidTestLastHalf_comp.mp4",1325
"X65511","SR-3274","B",25,0,"StimVidTestLastHalf_comp.mp4",1327
"X65611","SR-3274","B",25,0,"StimVidTestLastHalf_comp.mp4",1329
"X65711","SR-3274","B",25,0,"StimVidTestLastHalf_comp.mp4",1331
"X65811","SR-3274","B",25,0,"StimVidTestLastHalf_comp.mp4",1333
"X65911","SR-3274","B",25,0,"StimVidTestLastHalf_comp.mp4",1335
"X66011","SR-3274","B",25,0,"StimVidTestLastHalf_comp.mp4",1337
"X1.111","SR-3274","B",0,0,"StimVidControl_Undoing.mp4",2
"X2.111","SR-3274","B",0,0,"StimVidControl_Undoing.mp4",4
"X3.111","SR-3274","B",0,0,"StimVidControl_Undoing.mp4",6
"X4.111","SR-3274","B",0,0,"StimVidControl_Undoing.mp4",8
"X5.111","SR-3274","B",-2.77310924369748,6.2277453354223,"StimVidControl_Undoing.mp4",10
"X6.111","SR-3274","B",-5.33333333333333,1.56862745098039,"StimVidControl_Undoing.mp4",12
"X7.111","SR-3274","B",-10,0,"StimVidControl_Undoing.mp4",14
"X8.111","SR-3274","B",-10,0,"StimVidControl_Undoing.mp4",16
"X9.111","SR-3274","B",-10,0,"StimVidControl_Undoing.mp4",18
"X10.111","SR-3274","B",-12.75,6.23949579831933,"StimVidControl_Undoing.mp4",20
"X11.111","SR-3274","B",-15,0,"StimVidControl_Undoing.mp4",22
"X12.111","SR-3274","B",-15,0,"StimVidControl_Undoing.mp4",24
"X13.111","SR-3274","B",-15,0,"StimVidControl_Undoing.mp4",26
"X14.111","SR-3274","B",-15,0,"StimVidControl_Undoing.mp4",28
"X15.111","SR-3274","B",-15,0,"StimVidControl_Undoing.mp4",30
"X16.111","SR-3274","B",-15,0,"StimVidControl_Undoing.mp4",32
"X17.111","SR-3274","B",-15,0,"StimVidControl_Undoing.mp4",34
"X18.111","SR-3274","B",-15,0,"StimVidControl_Undoing.mp4",36
"X19.111","SR-3274","B",-15,0,"StimVidControl_Undoing.mp4",38
"X20.111","SR-3274","B",-15,0,"StimVidControl_Undoing.mp4",40
"X21.111","SR-3274","B",-15,0,"StimVidControl_Undoing.mp4",42
"X22.111","SR-3274","B",-15,0,"StimVidControl_Undoing.mp4",44
"X23.111","SR-3274","B",-15,0,"StimVidControl_Undoing.mp4",46
"X24.111","SR-3274","B",-15,0,"StimVidControl_Undoing.mp4",48
"X25.111","SR-3274","B",-15,0,"StimVidControl_Undoing.mp4",50
"X26.111","SR-3274","B",-15,0,"StimVidControl_Undoing.mp4",52
"X27.111","SR-3274","B",-15,0,"StimVidControl_Undoing.mp4",54
"X28.111","SR-3274","B",-15,0,"StimVidControl_Undoing.mp4",56
"X29.111","SR-3274","B",-15,0,"StimVidControl_Undoing.mp4",58
"X30.111","SR-3274","B",-15,0,"StimVidControl_Undoing.mp4",60
"X31.111","SR-3274","B",-15,0,"StimVidControl_Undoing.mp4",62
"X32.111","SR-3274","B",-15,0,"StimVidControl_Undoing.mp4",64
"X33.111","SR-3274","B",-15,0,"StimVidControl_Undoing.mp4",66
"X34.111","SR-3274","B",-15,0,"StimVidControl_Undoing.mp4",68
"X35.111","SR-3274","B",-15,0,"StimVidControl_Undoing.mp4",70
"X36.111","SR-3274","B",-15,0,"StimVidControl_Undoing.mp4",72
"X37.111","SR-3274","B",-15,0,"StimVidControl_Undoing.mp4",74
"X38.111","SR-3274","B",-15,0,"StimVidControl_Undoing.mp4",76
"X39.111","SR-3274","B",-15,0,"StimVidControl_Undoing.mp4",78
"X40.111","SR-3274","B",-15,0,"StimVidControl_Undoing.mp4",80
"X41.111","SR-3274","B",-15,0,"StimVidControl_Undoing.mp4",82
"X42.111","SR-3274","B",-15,0,"StimVidControl_Undoing.mp4",84
"X43.111","SR-3274","B",-15,0,"StimVidControl_Undoing.mp4",86
"X44.111","SR-3274","B",-15,0,"StimVidControl_Undoing.mp4",88
"X45.111","SR-3274","B",-18.4166666666667,5.45518207282913,"StimVidControl_Undoing.mp4",90
"X46.111","SR-3274","B",-20,0,"StimVidControl_Undoing.mp4",92
"X47.111","SR-3274","B",-20,0,"StimVidControl_Undoing.mp4",94
"X48.111","SR-3274","B",-20,0,"StimVidControl_Undoing.mp4",96
"X49.111","SR-3274","B",-20,0,"StimVidControl_Undoing.mp4",98
"X50.111","SR-3274","B",-20,0,"StimVidControl_Undoing.mp4",100
"X51.111","SR-3274","B",-20,0,"StimVidControl_Undoing.mp4",102
"X52.111","SR-3274","B",-20,0,"StimVidControl_Undoing.mp4",104
"X53.111","SR-3274","B",-20,0,"StimVidControl_Undoing.mp4",106
"X54.111","SR-3274","B",-20,0,"StimVidControl_Undoing.mp4",108
"X55.111","SR-3274","B",-20,0,"StimVidControl_Undoing.mp4",110
"X56.111","SR-3274","B",-20,0,"StimVidControl_Undoing.mp4",112
"X57.111","SR-3274","B",-20,0,"StimVidControl_Undoing.mp4",114
"X58.111","SR-3274","B",-20,0,"StimVidControl_Undoing.mp4",116
"X59.111","SR-3274","B",-20,0,"StimVidControl_Undoing.mp4",118
"X60.111","SR-3274","B",-20,0,"StimVidControl_Undoing.mp4",120
"X61.111","SR-3274","B",-20,0,"StimVidControl_Undoing.mp4",122
"X62.111","SR-3274","B",-20,0,"StimVidControl_Undoing.mp4",124
"X63.111","SR-3274","B",-21.8067226890756,5.81825950719271,"StimVidControl_Undoing.mp4",126
"X64.111","SR-3274","B",-25,0,"StimVidControl_Undoing.mp4",128
"X65.111","SR-3274","B",-25,0,"StimVidControl_Undoing.mp4",130
"X66.111","SR-3274","B",-25,0,"StimVidControl_Undoing.mp4",132
"X67.111","SR-3274","B",-25,0,"StimVidControl_Undoing.mp4",134
"X68.111","SR-3274","B",-25,0,"StimVidControl_Undoing.mp4",136
"X69.111","SR-3274","B",-25,0,"StimVidControl_Undoing.mp4",138
"X70.111","SR-3274","B",-25,0,"StimVidControl_Undoing.mp4",140
"X71.111","SR-3274","B",-25,0,"StimVidControl_Undoing.mp4",142
"X72.111","SR-3274","B",-25,0,"StimVidControl_Undoing.mp4",144
"X73.111","SR-3274","B",-25,0,"StimVidControl_Undoing.mp4",146
"X74.111","SR-3274","B",-25,0,"StimVidControl_Undoing.mp4",148
"X75.111","SR-3274","B",-25,0,"StimVidControl_Undoing.mp4",150
"X76.111","SR-3274","B",-25,0,"StimVidControl_Undoing.mp4",152
"X77.111","SR-3274","B",-25,0,"StimVidControl_Undoing.mp4",154
"X78.111","SR-3274","B",-25,0,"StimVidControl_Undoing.mp4",156
"X79.111","SR-3274","B",-25,0,"StimVidControl_Undoing.mp4",158
"X80.111","SR-3274","B",-25,0,"StimVidControl_Undoing.mp4",160
"X81.111","SR-3274","B",-25,0,"StimVidControl_Undoing.mp4",162
"X82.111","SR-3274","B",-25,0,"StimVidControl_Undoing.mp4",164
